question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Les substances vasodilatatrices habituellement utilisées dans le traitement de la crise d'angor:",Comprennent la trinitrine,Sont administrées par voie percutanée,Ont pour but de diminuer la post-charge,Ne doivent pas être associées à des bêta-bloquants,Peuvent provoquer des céphalées en raison de la dilatation des vaisseaux méningés,"A, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Les diurétiques thiazidiques:",Sont hypokaliémiants,Augmentent la calciurie,Agissent au niveau du tube contourné distal,Nécessitent un contrôle rigoureux de la glycémie chez le diabétique,Provoquent une certaine alcalose,"A, C, D, E",pharmacie
Dans un ganglion lymphatique:,Le cortex (région externe) contient principalement les lymphocytes B,La région médullaire contient beaucoup de lymphocytes et peu de macrophages,Des lymphocytes T et B sont présents dans les cordons médullaires,Les centres germinaux sont des régions de faible prolifération,La lymphe efférente est plus riche en anticorps que la lymphe afférente,"A, C, E",pharmacie
Indiquez la ou les réponses exacte(s)? Un antigène est d'autant plus immunogène:,"Qu'il fait partie de l'organisme répondeur (""soi"")",Qu'il est introduit par voie parentérale,Qu'il est mélangé avec un adjuvant,Qu'il est de nature lipidique,Qu'il est de faible masse moléculaire (<10 kD),"B, C",pharmacie
"Parmi les affirmations suivantes concernant le virus de l'hépatite B, une seule est fausse. Laquelle ?",Il s'agit d'un virus à ARN,Il appartient à la famille des Hepadnaviridae,Il possède une enveloppe lipoprotéique,Il comporte une capside,Il peut être transmis par voie sanguine,A,pharmacie
"Parmi les propositions suivantes, quelle est celle (ou quelles sont celles) qui s'applique(nt) à la leucémie myéloïde chronique:",Présence quasi constante d'un chromosome Philadelphie,Abaissement du score des phosphatases alcalines leucocytaires,Hyperleucocytose habituellement modérée,Evolution habituelle vers une leucémie aiguë,Test de Coombs direct fréquemment positif,"A, B, D",pharmacie
Indiquez la ou les affirmations(s) exacte(s)? Le calcium:,Se trouve dans le plasma à l'état entièrement ionisé,Intervient dans certaines réactions enzymatiques,Se retrouve dans certains calculs urinaires sous forme d'oxalate,Est éliminé dans les urines uniquement sous forme de phosphate tricalcique,Joue un rôle important dans l'hémostase,"B, C, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)?Les modifications de structure permettant le passage du composé 1 au composé 2 entraînent:",la disparition des résistances plasmidiques,Un élargissement du spectre vers les cocci Gram+,Une forte élimination biliaire,Une meilleure diffusion tissulaire,Un allongement de la demi-vie d'élimination,"B, D, E",pharmacie
Le système du complément :,Existe en dehors de toute immunisation,Peut être activé par des lipopolysaccharides bactériens,Est thermostable,Est activé par des complexes immuns formés par des IgM,Participe à la réaction inflammatoire,"A, B, D, E",pharmacie
Parmi les propositions suivantes quelle est celle qui est fausse ?,La résolution d'une colonne chromatographique évalue la qualité de la séparation de deux composés consécutifs,La chromatographie d'exclusion-diffusion est une méthode de purification des macromolécules,La séparation de composés par chromatographie par échange d'ions sur résines carboxyliques est indépendante du pH,L'augmentation de la longueur de la colonne chromatographique augmente son efficacité,Le mélange eau-méthanol est une phase mobile pour chromatographie à polarité de phases inversée.,C,pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? La formation et/ou le maintien du corps jaune sont commandés par:",ACTH (corticotrophine),Progestérone,LH (hormone lutéostimulante),Ocytocine,HCG (hormone gonadotrophique chorionique humaine),"C, E",pharmacie
"Parmi les propositions suivantes concernant Neisseria meningitidis, laquelle (lesquelles) est (sont) exacte(s)?",C'est l'agent de la méningite cérébrospinale,C'est un coccus à Gram négatif,Il cultive facilement sur milieux ordinaires,C'est une bactérie très résistante dans l'environnement,Il est résistant à tous les antibiotiques,"A, B",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? Le placenta:",Assure l'oxygénation du foetus,Est d'origine exclusivement maternelle,Permet au sang maternel et foetal de se mélanger,Sécrète de l'HCG (Hormone gonadotrophique chorionique humaine),Permet le passage de certaines immunoglobulines,"A, D, E",pharmacie
"Parmi les recommandations suivantes, laquelle (lesquelles) doit (doivent) accompagner l'administration d'une corticothérapie au long cours",Restriction sodée,Restriction potassique,Restriction calcique,Régime riche en sucres d'absorption rapide,Régime riche en protides,"A, E",pharmacie
"Parmi les carctéristiques suivantes des machines à comprimer, indiquer celle(s) qui corresponde(nt) aux machines rotatives:",Elles ont un plateau circulaire porte-matrices tournant autour d'un axe,Le mouvement des poinçons est obtenu par passage sur des galets,Elles ont un sabot mobile,La compression est exercée sur une seule face du comprimé,Le rendement est très élevé,"A, E",pharmacie
"Parmi ces propositions, quel(s) est (sont) le (les) mécanisme(s) physiologique(s) qui peut(peuvent) être impliqué(s) pour corriger une acidose métabolique ?",Hyperventilation,Augmentation de la pression artérielle,Excrétion rénale de protons,Réabsorption rénale de bicarbonates,Diminution de la production d'aldostérone,"A, C, D",pharmacie
"Concernant la méthode de stérilisation par la vapeur d'eau, quelle(s) est(sont) la(les) proposition(s) qui est(sont) fausse(s) ?",Elle constitue la méthode de choix pour la stérilisation des préparations thermolabiles,"Réalisée en autoclave, elle constitue la méthode la plus répandue",Les conditions opératoires de référence appliquées aux préparations aqueuses sont de 121°C au minimum durant 15 minutes,"Les paramètres ""pression"" et ""température"" sont relevés tout au long d'un cycle de stérilisation",Les préparations solides ne sont jamais stérilisées par ce procédé,"A, E",pharmacie
"Parmi les propositions suivantes, quelle(s) est(sont) celle(s) qui est(sont) exacte(s)? La chromatographie en phase liquide :",Est une méthode d'analyse qualitative et quantitative,Peut être couplée à la spectrométrie de masse,Peut utiliser l'adsorption comme mécanisme de rétention,N'est pas applicable aux substances thermolabiles,Est compatible avec une détection catharométrique,"A, B, C",pharmacie
"Parmi les propositions suivantes concernant le transport des gaz du sang, lesquelles sont exactes ?",Le CO2 est majoritairement transporté sous forme de bicarbonates,L'O2 est aussi soluble que le CO2 dans le plasma,"1 g d'Hb lie environ 1,34 mL d'O2",Le fer de l'hème doit être ferreux,La fièvre ne modifie pas la liaison Hb-O2,"A, C",pharmacie
Quel(s) est(sont) l'(les) effet(s) indésirable(s) consécutif(s) à l'utilisation des cyclines ?,Troubles digestifs,Troubles hépatiques,Aplasie médullaire,Diabète insipide,Coloration des dents,"A, B, E",pharmacie
"Parmi les propositions suivantes concernant les aminopénicillines, laquelle (lesquelles) est (sont) exacte(s)?","Elles possèdent, dans leur structure chimique, un noyau ß-lactame",Elles sont habituellement inactives à l'égard des streptocoques,Elles sont utilisables chez la femme enceinte,Elles peuvent être inactivées par des enzymes bactériennes appelées transpeptidases,Leur administration peut entraîner des manifestations allergiques,"A, C, E",pharmacie
"Parmi les antinéoplasiques suivants, lequel (lesquels) est (sont) des antimétabolites ?",La cytarabine (ARACYTINE®),Le cisplatine (CISPLATYL®),Le busulfan (MISULBAN®),La procarbazine (NATULAN®),Le méthotrexate (METHOTREXATE®),"A, E",pharmacie
"En parasitologie, une hépatomégalie accompagnée d'hyperéosinophilie sanguine peut s'observer avec :",Schistosoma mansoni,Fasciola hepatica,Plasmodium falciparum,Trichophyton rubrum,Entamoeba histolytica,"A, B",pharmacie
Quelle(s) est (sont) la (les) proposition(s) juste(s) parmi les suivantes concernant les cellules souches hématopoïétiques?,Les cellules souches ont une localisation strictement médullaire et ne se rencontrent pas dans le sang circulant,Elles sont identifiables morphologiquement,Elles portent un antigène de membrane (CD34) qui disparaît dans les cellules différenciées,Elles expriment les antigènes de différenciation de toutes lignées qu'elles peuvent engendrer,Elles sont capables d'assurer la reconstitution à long terme des lignées myéloïdes et lymphoïdes chez un receveur,"C, E",pharmacie
"Parmi les propositions suivantes concernant les sels de lithium, indiquer celle(s) qui est(sont) exacte(s).",Ils sont utilisés dans le traitement des troubles bipolaires,Il existe un risque de surdosage en cas d'insuffisance rénale,L'association aux diurétiques diminue la lithiémie,Ils peuvent entraîner des troubles thyroïdiens,Ils peuvent entraîner une polyurie,"A, B, D, E",pharmacie
La vaccination contre la rubéole est recommandée:,A la naissance chez les filles,A l'âge de 12 mois chez les filles et les garçons,Chez les filles de 11 à 12 ans,Chez les filles après la puberté,Chez les femmes enceintes,"B, C",pharmacie
La pression partielle d'un gaz dans un mélange de gaz:,Est inversement proportionnelle au volume total du mélange gazeux,Est proportionnelle au pourcentage (en volume) de ce gaz dans le mélange,"Est dans le cas d'un mélange humidifié, indépendante de la pression partielle de la vapeur d'eau",Est proportionnelle à la température absolue du mélange gazeux,Est proportionnelle à la pression totale du mélange gazeux,"A, B, D, E",pharmacie
"Dans l'hémophilie B majeure, quel(s) test(s) est (sont) perturbé(s) parmi les suivants:",Temps de thrombine,Temps de Quick,Activité facteur VIII:C,Temps de céphaline activée,Temps de saignement,D,pharmacie
Quel(s) est (sont) la (ou les) enzyme(s) dont le déficit entraîne une hémolyse lors de la prise de certains médicaments?,La bêta glucuronidase,La déshydrogénase glutamique,La glucose 6 phosphate déshydrogénase,La déshydrogénase lactique,La sorbitol déshydrogénase,C,pharmacie
En polarographie classique:,L'électrode à goutte de mercure est surtout utilisée comme anode,"Sur le polarogramme, le potentiel de demi-vague est caractéristique de l'espèce électroactive","Sur le polarogramme, l'intensité mesurée au palier de diffusion est fonction de la concentration en espèce électroactive",Le potentiel de demi-vague est toujours égal au potentiel normal du système redox correspondant à l'espèce électroactive,Il faut agiter la solution pendant l'enregistrement du polarogramme,"B, C",pharmacie
"Dans une population de 1 million de personnes, 450 nouveaux cas d'une maladie sont diagnostiqués en une année, dont 300 cas chez les femmes. Cocher la ou les proposition(s) exacte(s) :",L'incidence annuelle est de 45/100 000,La prévalence mensuelle de la maladie est de 45/100 000,La morbidité est de 45/100 000,La prévalence chez la femme est de 3/100 000,On peut calculer la mortalité,A,pharmacie
Indiquer quelle(s) est(sont) l'(les) indication(s) habituelle(s) du fluconazole :,L'amibiase intestinale aiguë,Les nématodoses intestinales,Les teignes du cuir chevelu,Les infections à levures,Les infections profondes à Aspergillus,D,pharmacie
Lequel (lesquels) de ces agents n'est (ne sont) pas antipsychotique(s)?,Dompéridone,Halopéridol,Sulpiride,Chlorpromazine,Imipramine,"A, E",pharmacie
La clairance de la créatinine permet d'apprécier :,La filtration glomérulaire,La réabsorption tubulaire,La sécrétion tubulaire,Le pouvoir de concentration urinaire,La sévérité d'une insuffisance rénale chronique,"A, E",pharmacie
"Parmi les méthodes suivantes, quelle(s) est (sont) celle(s) qui permet(tent) le dosage du calcium? ?",Absorption atomique,Complexométrie,Chromatographie d'exclusion-diffusion,Emission atomique,Potentiométrie,"A, B, D, E",pharmacie
"Parmi les affirmations suivantes, laquelle (lesquelles) caractérise(nt) l'épidémiologie des méningites à méningocoques?",Les méningocoques résistent bien dans l'air ambiant,La transmission se fait par voie aérienne,Les méningocoques colonisent le rhinopharynx,Il existe des porteurs sains,"En france, le sérogroupe A est le plus fréquent","B, C, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s)? L'unité fonctionnelle de base du rein est:",Le glomérule,Le cortex,Le néphron,La médulla,Le tubule,C,pharmacie
