question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
Which of the following medications is contraindicated with sulfonylureas?,Tramadol (CONTRAMAL®),Piroxicam (FELDENE®),Metformine (GLUCOPHAGE®),Miconazole (DAKTARIN®),Propranolol (AVLOCARDYL®),D,pharmacy
Which of the following is correct? Misuse is defined as:,"Any intentional, persistent or sporadic excessive use of medications accompanied by harmful physical or psychological reactions",Use of medication resulting in an unexpected adverse effect,Use of medication resulting in a serious adverse effect,Use of medication resulting in an avoidable adverse effect,Use of medication not in accordance with the recommendations in the summary of product characteristics,E,pharmacy
Which of the following statements is false?,The reaction of an antigen on an antibody is an equilibrium reaction,A heterogeneous phase immunoassay uses a step of separation of free and bound forms,Chemiluminescence is a radiative phenomenon following a chemical reaction,The so-called sandwich immunometric method uses a single antibody,It is possible to measure digoxin in plasma by immunofluorescence,D,pharmacy
Which of the following is correct? Certification of health establishments,Only concerns public health establishments,Only concerns certain private health establishments,Only concerns establishments participating in the public hospital service,Concerns all health establishments,Is optional,D,pharmacy
The absolute bioavailability of a drug is obtained by taking as a reference:,The maximum concentration after parenteral administration,Area under the curve after intramuscular administration,The area under the curve after intravenous administration,Maximum concentration after oral administration,Area under the curve after oral administration,C,pharmacy
Indicate the correct answer(s)? In an immunoglobulin molecule:,The two light chains are always identical,Light chains can be kappa type,Heavy chains carry isotype specificity,The mu chain has four domains,The two heavy chains are always identical,"A, B, C, E",pharmacy
Complex formation can be used for dosing:,Chlorides,Acids,You calcium,Barbiturates,Alkaloids,"A, C",pharmacy
A radioimmunological assay (RIA):,Must use labeled antigen,Must use a system to separate free antigen from the antigen-antibody complex,Must use labeled antigen and antibody,Results in a linear response as a function of antigen concentration,Is characterized by a specificity independent of the nature of the antibody,"A, B",pharmacy
Which of the following antibiotics is(are) an aminoglycoside(s)?,Penicillin G,Amoxicillin,Streptomycin,Gentamicin,Erythromycin,"C, D",pharmacy
"During severe hepatocellular insufficiency, the following are generally observed in the blood:",An increase in ammonium,A reduction in cholesterol,An increase in urea,A decrease in albumin,An increase in transferrin,"A, B, D",pharmacy
"In high performance capillary electrophoresis, the direction of migration of the analysis depends on:",On the nature of the charge of the analyte,The intensity of the electric current,From the flow of electroendosmosis,Length of capillary tube,From the electrophoretic speed of the charged analyte,"A, C, E",pharmacy
Indicate the correct answer(s): The serological diagnosis of a viral infection is based on the demonstration in the patient:,A high complement titer,From a seroconversion,A significant rise in the titer of specific antibodies,Specific IgM,Specific IgG,"B, C, D",pharmacy
Which of the following opportunistic infections is(are) characteristic of AIDS?,Pneumocystose,Pseudomonas aeruginosa meningitis,Cerebral toxoplasmosis,Cryptococcose,Atypical mycobacteria infections,"A, C, D, E",pharmacy
"Among the following solid oral forms, indicate those which release the active ingredient continuously.",Hydrophilic matrix,Film-coated tablet with an insoluble permeable film,Lyoc,Gastro-resistant tablet,Inert matrix,"A, B, E",pharmacy
Which of the following biological investigations may be useful in diagnosing an abnormality of primary hemostasis?,Measuring bleeding time (Ivy),Measuring the level of the prothrombin complex,Willebrand factor dosage,Platelet count,In vitro platelet aggregation tests,"A, C, D, E",pharmacy
Which of the following substances cannot be identified by the Parri reaction?,Phenothiazines,Calcium,Sodium chloride,Barbiturates,Caffeine,"A, B, C, E",pharmacy
Which of the following electrodes is(are) used in polarography?,Electrode the distant,Mercury drop electrode,Platinum electrodes,Electrode au calomel,Clark Electrode,"B, D",pharmacy
The opioid withdrawal syndrome is characterized by the following sign(s):,Myosis,Hypersudation,Somnolence,Diarrhea,Tachycardia,"B, D, E",pharmacy
"In a patient with type III hyperlipoproteinemia, we usually observe:",A significant increase in chylomicrons,"The presence of a broad migrating band, on agarose gel electrophoresis, at the level of alpha globulins",The presence of intermediate-sized lipoproteins (IDL),An apo E1/E1 genotype,An increase in triglyceridemia,"C, E",pharmacy
"Among the following, indicate the antibiotic(s) exerting a bactericidal effect:",Ceftriaxone,Azithromycin,Gentamicin,Tetracycline,Ofloxacine,"A, C, E",pharmacy
"In untreated type 1 diabetes, we observe:",Fasting hyperinsulinemia,A reduction in plasma C-peptide concentration,The possible appearance of ketone bodies in the urine,A decrease in the plasma concentration of free fatty acids,An increase in HbA1c,"B, C, E",pharmacy
"After absorption of light, a molecule is in an unstable state, which results in a restitution of the acquired energy. What is(are) the correct proposition(s) regarding this phenomenon?",Part of the energy is dissipated by collisions with solvent molecules,The wavelength of light emitted by fluorescence is shorter than that of light absorbed,Deactivation by fluorescence takes place in a time close to 10-8s,In the case of phosphorescence the return to the fundamental level takes place from a singlet state,Deactivation by fluorescence is done from the first excited electronic level,"A, C, E",pharmacy
"From the following list, which microorganism(s) can be transmitted by the fecal-oral route?",Hepatitis A virus,Cytomegalovirus,Entamoeba histolytica,Enterovirus,Treponema pale,"A, C, D",pharmacy
Acute opiate poisoning usually presents with the following clinical manifestations:,Central nervous system depression,Respiratory depression,anuria,Myosis,Bradycardia,"A, B, D, E",pharmacy
Which of the following is/are correct? In molecular UV spectrophotometry:,We exploit a spectrum of bands,The analysis cells are made of glass,The most common source of emission is a deuterium lamp,Absorption obeys the Beer-Lambert law,It is possible to measure chromophores absorbing at 600nm,"A, C, D",pharmacy
The Beer-Lambert law is verified by:,Spectrophotométrie UV-Visible,Atomic Emission Spectrometry,Spectrophotométrie infra-rouge,Spectrophotométrie Raman,Atomic absorption spectrometry,"A, E",pharmacy
Which of the following is/are correct? The preparations used in parenteral nutrition can be:,Soybean oil solutions,A 30% glucose solution,Amino acid solutions,Ternary carbohydrate/amino acid/lipid mixtures,Hypertonic sorbitol solutions,"B, C, D",pharmacy
Which of the following is/are correct? Vasodilator substances usually used in the treatment of angina attacks:,Include trinitrin,Are administered percutaneously,Aimed to reduce afterload,Should not be combined with beta-blockers,May cause headache due to dilation of meningeal vessels,"A, E",pharmacy
Which of the following is/are correct? Thiazide diuretics:,Are hypokalemic,Increase calciuria,Act at the level of the distal convoluted tube,Require rigorous blood sugar control in diabetics,Cause some alkalosis,"A, C, D, E",pharmacy
In a lymph node:,The cortex (outer region) contains mainly B lymphocytes,The medullary region contains many lymphocytes and few macrophages,T and B lymphocytes are present in the spinal cords,Germinal centers are regions of low proliferation,Efferent lymph is richer in antibodies than afferent lymph,"A, C, E",pharmacy
Indicate the correct answer(s)? An antigen is all the more immunogenic:,That it is part of the responding organism (“self”),That it is introduced parenterally,That it is mixed with an adjuvant,That it is lipidic in nature,That it is of low molecular mass (<10 kD),"B, C",pharmacy
Only one of the following statements about the hepatitis B virus is false. Which ?,It is an RNA virus,It belongs to the Hepadnaviridae family.,It has a lipoprotein envelope,It has a capsid,It can be transmitted through blood,A,pharmacy
Which of the following propositions applies to chronic myelogenous leukemia:,Almost constant presence of a Philadelphia chromosome,Lower leukocyte alkaline phosphatase score,Hyperleukocytosis usually moderate,Usual progression towards acute leukemia,Frequently positive direct Coombs test,"A, B, D",pharmacy
Indicate the correct statement(s)? Calcium:,Found in plasma in a fully ionized state,Involved in certain enzymatic reactions,Found in certain urinary stones in the form of oxalate,Is excreted in the urine only in the form of tricalcium phosphate,Plays an important role in hemostasis,"B, C, E",pharmacy
Which of the following propositions is (are) correct? The structural modifications allowing the transition from compound 1 to compound 2 result in:,the disappearance of plasmid resistance,An expansion of the spectrum towards Gram+ cocci,Strong bile elimination,Better tissue diffusion,An extension of the elimination half-life,"B, D, E",pharmacy
The complement system:,Exists outside of any immunization,May be activated by bacterial lipopolysaccharides,Est thermostable,Is activated by immune complexes formed by IgM,Participates in the inflammatory reaction,"A, B, D, E",pharmacy
Which of the following statements is false?,The resolution of a chromatographic column evaluates the quality of the separation of two consecutive compounds,Exclusion-diffusion chromatography is a method for purifying macromolecules,Separation of compounds by ion exchange chromatography on carboxylic resins is independent of pH,Increasing the length of the chromatographic column increases its efficiency,The water-methanol mixture is a mobile phase for reversed phase chromatography.,C,pharmacy
